stationname,latdeg,latmin,londeg,lonmin,elevation,observedgravity,freeairanomaly,simplebougaranomaly,innerterraincorrection,totalterraincorrection,correctionextent,completebougaranomaly,isostaticresidualanomaly
B259,36,51.66,121,21.18,351.0,979829.29,-30.40,-42.37,0.00,1.03,,-41.49,-24.11
B260,36,51.65,121,20.39,409.0,979828.73,-25.49,-39.44,0.00,1.12,,-38.50,-20.59
B261,36,51.22,121,19.04,585.0,979818.26,-18.78,-38.74,0.00,1.29,,-37.70,-18.85
B262,36,51.10,121,18.38,610.0,979816.57,-17.95,-38.75,0.00,1.45,,-37.56,-18.24
B263,36,50.17,121,17.50,635.0,979815.80,-15.02,-36.68,0.00,1.59,,-35.36,-15.37
B264,36,49.47,121,16.84,689.0,979811.41,-13.32,-36.82,0.00,1.58,,-35.53,-15.03
B265,36,48.83,121,16.78,699.0,979809.60,-13.26,-37.11,0.00,1.43,,-35.97,-15.37
B266,36,48.07,121,16.25,761.0,979804.07,-11.86,-37.82,0.00,1.37,,-36.77,-15.71
B267,36,47.82,121,15.83,801.0,979800.83,-10.98,-38.30,0.00,1.39,,-37.25,-15.88
B268,36,48.38,121,15.48,919.0,979796.21,-5.31,-36.66,0.00,1.44,,-35.60,-14.10
B269,36,48.29,121,17.88,817.0,979799.90,-11.09,-38.95,0.00,1.12,,-38.17,-18.28
B270,36,47.96,121,18.52,755.0,979803.12,-13.22,-38.97,0.05,1.12,,-38.17,-18.71
B271,36,49.98,121,21.75,417.0,979819.92,-31.13,-45.35,0.00,0.99,,-44.54,-27.60
B272,36,50.36,121,21.75,405.0,979821.29,-31.44,-45.25,0.00,0.97,,-44.46,-27.53
B273,36,50.32,121,22.35,403.0,979819.21,-33.65,-47.40,0.00,0.96,,-46.61,-30.14
B274,36,50.34,121,22.80,350.0,979821.14,-36.73,-48.67,0.00,0.96,,-47.86,-31.75
B275,36,52.13,121,23.52,263.0,979828.92,-39.73,-48.70,0.00,0.89,,-47.92,-32.29
B276,36,51.39,121,23.70,278.0,979825.51,-40.66,-50.14,0.00,0.90,,-49.36,-33.92
B277,36,51.34,121,22.86,285.0,979827.06,-38.37,-48.09,0.00,0.94,,-47.28,-31.19
B278,36,51.37,121,23.23,283.0,979826.19,-39.48,-49.13,0.00,0.93,,-48.32,-32.52
B279,36,50.79,121,21.75,383.0,979823.76,-31.66,-44.72,0.00,0.97,,-43.92,-27.00
B280,36,49.90,121,20.66,503.0,979819.16,-23.69,-40.84,0.00,1.02,,-40.04,-22.28
B281,36,49.61,121,20.48,517.0,979817.99,-23.12,-40.75,0.00,1.03,,-39.95,-22.04
B282,36,49.44,121,18.49,718.0,979807.97,-13.99,-38.48,0.18,1.33,,-37.45,-18.09
B283,36,49.46,121,17.40,647.0,979813.46,-15.21,-37.27,0.00,1.45,,-36.10,-15.97
B284,36,49.49,121,20.67,524.0,979816.89,-23.39,-41.26,0.02,1.03,F,-40.46,-22.68
B285,36,50.83,121,22.75,310.0,979824.91,-37.44,-48.01,0.00,0.95,,-47.19,-31.02
B286,36,50.85,121,23.07,296.0,979824.88,-38.81,-48.91,0.00,0.95,,-48.09,-32.17
B287,36,50.87,121,23.45,294.0,979824.01,-39.90,-49.93,0.00,0.94,,-49.11,-33.49
B288,36,50.66,121,23.45,300.0,979823.18,-39.86,-50.09,0.00,0.95,,-49.27,-33.66
B289,36,51.12,121,25.49,274.0,979824.41,-41.74,-51.09,0.00,0.91,,-50.30,-36.31
B290,36,49.08,121,27.47,320.0,979819.49,-39.38,-50.30,0.48,2.12,,-48.32,-36.13
B291,36,48.89,121,31.21,453.0,979836.15,-9.94,-25.39,2.01,3.69,,-21.90,-13.21
B292,36,48.04,121,29.45,758.0,979811.36,-4.81,-30.67,2.12,4.14,,-26.85,-16.62
B293,36,47.82,121,28.35,1047.0,979787.92,-0.75,-36.46,2.56,4.59,,-32.31,-21.11
B294,36,47.51,121,27.62,1283.7,979771.41,5.45,-38.34,0.76,3.78,D,-35.08,-23.25
B294,36,47.51,121,27.74,1280.0,979771.72,5.41,-38.25,1.94,4.15,,-34.62,-22.90
B295,36,51.10,121,24.18,289.4,979824.43,-40.24,-50.11,0.00,0.91,,-49.33,-34.27
B296,36,51.16,121,24.72,276.8,979824.88,-41.07,-50.51,0.00,0.91,,-49.72,-35.10
B297,36,51.16,121,24.58,277.3,979825.09,-40.81,-50.27,0.00,0.91,,-49.48,-34.76
B298,36,51.16,121,24.48,279.8,979824.99,-40.67,-50.22,0.00,0.92,,-49.42,-34.61
B299,36,51.16,121,24.41,284.2,979824.81,-40.44,-50.13,0.00,0.91,,-49.35,-34.48
B300,36,51.16,121,24.30,286.6,979824.70,-40.32,-50.10,0.00,0.90,,-49.32,-34.35
B301,36,51.16,121,24.22,288.0,979824.58,-40.31,-50.13,0.00,0.91,,-49.35,-34.32
B302,36,51.16,121,24.11,289.0,979824.46,-40.34,-50.19,0.00,0.91,,-49.41,-34.28
B303,36,51.16,121,24.06,288.1,979824.48,-40.40,-50.23,0.00,0.91,,-49.44,-34.28
B304,36,51.16,121,23.94,284.8,979824.57,-40.62,-50.34,0.00,0.91,,-49.55,-34.30
B305,36,51.16,121,23.88,283.8,979824.62,-40.67,-50.35,0.00,0.91,,-49.56,-34.26
B307,36,50.51,121,24.71,289.7,979822.29,-41.50,-51.38,0.00,0.97,,-50.54,-35.94
B308,36,50.58,121,24.71,287.2,979822.67,-41.46,-51.25,0.00,0.96,,-50.42,-35.83
B309,36,50.66,121,24.71,286.4,979822.84,-41.48,-51.25,0.00,0.95,,-50.42,-35.82
B310,36,50.74,121,24.70,284.6,979823.15,-41.45,-51.16,0.00,0.95,,-50.34,-35.74
B311,36,50.82,121,24.69,280.2,979823.77,-41.36,-50.92,0.00,0.94,,-50.10,-35.48
B312,36,50.92,121,24.71,277.8,979824.12,-41.38,-50.86,0.00,0.93,,-50.05,-35.44
B313,36,50.98,121,24.71,278.7,979824.26,-41.25,-50.75,0.00,0.93,,-49.94,-35.33
B314,36,51.08,121,24.72,277.5,979824.54,-41.22,-50.69,0.00,0.92,,-49.89,-35.28
B315,36,50.34,121,23.00,321.9,979822.24,-38.28,-49.26,0.00,0.97,,-48.43,-32.46
B316,36,50.35,121,23.07,316.1,979822.41,-38.67,-49.45,0.00,0.98,,-48.61,-32.70
B317,36,50.36,121,23.15,310.8,979822.61,-38.98,-49.58,0.00,0.98,,-48.74,-32.89
B318,36,50.36,121,23.25,310.3,979822.35,-39.29,-49.87,0.00,0.98,,-49.03,-33.26
B319,36,50.37,121,23.41,310.8,979821.95,-39.65,-50.26,0.00,0.97,,-49.42,-33.77
B320,36,50.37,121,23.50,310.3,979821.82,-39.83,-50.42,0.00,0.97,,-49.58,-34.01
B321,36,50.38,121,23.61,307.5,979822.09,-39.84,-50.33,0.00,0.97,,-49.49,-33.99
B322,36,50.38,121,23.76,304.9,979822.45,-39.72,-50.12,0.00,0.98,,-49.28,-33.91
B323,36,50.38,121,23.83,305.6,979822.39,-39.72,-50.14,0.00,0.97,,-49.30,-33.99
B324,36,50.38,121,23.88,303.9,979822.49,-39.78,-50.14,0.00,0.97,,-49.31,-34.03
B325,36,50.39,121,24.07,298.6,979822.79,-39.99,-50.18,0.00,0.97,,-49.34,-34.22
B326,36,50.40,121,24.18,298.4,979822.78,-40.03,-50.21,0.00,0.97,,-49.37,-34.34
B327,36,50.41,121,24.28,295.9,979822.65,-40.41,-50.51,0.00,0.97,,-49.67,-34.73
B328,36,50.41,121,24.42,293.5,979822.52,-40.77,-50.78,0.00,0.98,,-49.93,-35.11
B329,36,50.41,121,24.50,291.7,979822.44,-41.02,-50.97,0.00,0.98,,-50.12,-35.36
B330,36,50.42,121,24.59,290.7,979822.36,-41.21,-51.12,0.00,0.98,,-50.27,-35.59
B331,36,51.80,121,24.35,270.0,979827.04,-40.47,-49.68,0.00,0.87,,-48.93,-33.96
B332,36,51.93,121,25.54,270.0,979827.41,-40.29,-49.50,0.00,0.85,,-48.77,-34.74
B333,36,52.20,121,24.80,263.9,979828.84,-39.82,-48.82,0.00,0.85,,-48.09,-33.44
B334,36,52.44,121,25.10,256.0,979829.91,-39.84,-48.57,0.00,0.83,,-47.86,-33.44
B335,36,52.50,121,24.57,253.0,979830.36,-39.76,-48.39,0.00,0.85,,-47.65,-32.80
B336,36,52.69,121,24.69,249.0,979831.26,-39.51,-48.01,0.00,0.84,,-47.27,-32.48
B337,36,51.62,121,24.80,276.0,979826.12,-40.57,-49.98,0.00,0.87,,-49.23,-34.64
B338,36,52.22,121,25.53,261.9,979827.68,-41.20,-50.13,0.00,0.84,,-49.41,-35.34
B339,36,48.09,121,23.14,400.0,979813.18,-36.74,-50.38,0.84,2.12,,-48.43,-32.55
B339,36,48.09,121,23.14,400.0,979813.18,-36.74,-50.38,0.84,2.12,,-48.43,-32.55
B340,36,47.59,121,23.88,895.0,979779.63,-23.01,-53.53,0.98,2.36,,-51.55,-36.34
B341,36,49.28,121,24.63,322.7,979817.48,-41.43,-52.44,0.20,1.38,,-51.20,-36.56
B343,36,48.73,121,26.21,843.0,979783.19,-25.99,-54.74,1.48,2.95,,-52.14,-38.95
B344,36,48.73,121,25.59,684.0,979792.95,-31.18,-54.51,0.72,2.02,,-52.78,-39.03
B345,36,49.24,121,29.94,424.0,979822.93,-26.39,-40.85,1.02,2.62,,-38.42,-28.48
B346,36,50.04,121,29.70,206.0,979830.79,-40.20,-47.22,0.00,1.44,,-45.87,-35.58
B347,36,50.51,121,27.74,236.2,979824.92,-43.90,-51.96,0.00,1.13,,-50.93,-38.87
B348,36,48.09,121,25.35,767.0,979787.70,-27.70,-53.86,0.78,2.20,,-51.98,-38.04
B349,36,50.50,121,26.12,588.0,979800.97,-34.75,-54.80,0.83,1.89,,-53.17,-39.78
B350,36,49.65,121,26.37,602.0,979799.17,-34.00,-54.54,0.75,1.93,,-52.86,-39.72
B351,36,49.53,121,26.75,562.0,979802.42,-34.34,-53.51,0.63,1.86,,-51.89,-39.08
B352,36,49.16,121,26.67,400.0,979813.13,-38.34,-51.98,0.46,1.85,,-50.30,-37.42
B353,36,49.79,121,27.75,240.0,979824.00,-43.43,-51.61,0.12,1.51,,-50.21,-38.21
B354,36,53.69,121,25.52,228.0,979835.82,-38.38,-46.15,0.00,0.80,,-45.45,-31.17
B355,36,53.68,121,26.05,217.0,979835.23,-39.99,-47.39,0.00,0.80,,-46.68,-32.81
B356,36,52.93,121,24.48,237.0,979832.60,-39.65,-47.73,0.00,0.84,,-47.00,-32.04
B357,36,50.96,121,24.18,284.8,979824.31,-40.59,-50.31,0.00,0.92,,-49.51,-34.46
B358,36,50.79,121,24.19,285.7,979823.89,-40.68,-50.43,0.00,0.94,,-49.61,-34.58
B359,36,50.16,121,25.09,279.0,979821.05,-43.24,-52.76,0.00,1.04,,-51.84,-37.56
B360,36,49.86,121,25.08,292.0,979819.42,-43.22,-53.17,0.00,1.09,,-52.21,-37.93
B361,36,50.04,121,29.37,209.0,979829.21,-41.49,-48.62,0.00,1.43,,-47.28,-36.71
B362,36,50.28,121,29.70,207.0,979830.22,-41.02,-48.08,0.00,1.34,,-46.83,-36.51
B363,36,50.28,121,29.97,204.0,979831.48,-40.04,-47.00,0.00,1.35,,-45.74,-35.66
B364,36,50.49,121,29.97,205.0,979831.09,-40.64,-47.63,0.00,1.27,,-46.45,-36.34
B365,36,50.48,121,29.59,209.0,979829.42,-41.92,-49.05,0.00,1.25,,-47.89,-37.44
B366,36,51.14,121,29.38,218.0,979828.56,-42.89,-50.32,0.00,1.06,,-49.36,-38.64
B367,36,51.13,121,30.47,196.0,979832.55,-40.95,-47.64,0.00,1.13,,-46.59,-36.83
B368,36,50.02,121,30.45,201.0,979834.85,-36.58,-43.43,0.00,1.47,,-42.05,-32.45
B369,36,51.22,121,32.65,176.0,979851.26,-24.25,-30.26,0.00,1.16,,-29.17,-21.36
B370,36,51.87,121,33.22,163.0,979850.32,-27.36,-32.92,0.00,1.09,,-31.90,-24.43
B371,36,52.09,121,33.22,159.0,979848.50,-29.87,-35.29,0.00,1.07,,-34.29,-26.74
B372,36,52.30,121,33.22,157.0,979846.73,-32.13,-37.49,0.00,1.06,,-36.50,-28.89
B373,36,50.93,121,31.41,188.0,979837.50,-36.47,-42.88,0.00,1.20,,-41.76,-32.89
B374,36,50.21,121,24.98,278.6,979821.55,-42.85,-52.35,0.00,1.03,,-51.45,-37.08
B375,36,50.29,121,24.97,276.5,979821.91,-42.81,-52.24,0.00,1.02,,-51.34,-36.97
B376,36,50.38,121,24.95,270.2,979822.49,-42.95,-52.16,0.00,1.01,,-51.27,-36.88
B377,36,50.42,121,24.89,278.1,979822.12,-42.63,-52.12,0.00,1.00,,-51.24,-36.80
B378,36,50.41,121,24.78,291.0,979821.89,-41.64,-51.56,0.00,0.98,,-50.71,-36.18
B379,36,49.72,121,24.99,293.4,979819.14,-43.16,-53.17,0.00,1.12,,-52.18,-37.84
B380,36,49.83,121,24.72,288.9,979820.51,-42.37,-52.23,0.00,1.08,,-51.27,-36.69
B381,36,49.91,121,24.57,288.9,979821.20,-41.80,-51.65,0.00,1.07,,-50.71,-36.01
B382,36,49.52,121,24.63,300.5,979819.30,-42.04,-52.29,0.00,1.14,,-51.28,-36.64
B383,36,49.83,121,23.99,315.8,979820.95,-39.40,-50.17,0.00,1.04,,-49.27,-34.10
B384,36,49.67,121,23.94,311.5,979821.33,-39.20,-49.82,0.00,1.06,,-48.90,-33.69
B385,36,49.82,121,23.52,321.4,979821.11,-38.70,-49.66,0.00,1.03,,-48.77,-33.21
B386,36,49.55,121,23.55,315.3,979821.38,-38.62,-49.37,0.00,1.07,,-48.44,-32.90
B387,36,52.55,121,33.22,158.0,979845.53,-33.60,-38.99,0.00,1.03,,-38.03,-30.35
B388,36,53.63,121,36.95,483.0,979861.07,10.95,-5.53,0.00,1.09,,-4.64,0.02
B389,36,53.63,121,35.78,511.0,979843.31,-4.18,-21.61,0.00,1.05,,-20.78,-15.02
B390,36,53.89,121,35.38,223.0,979853.66,-21.29,-28.90,0.00,1.02,,-27.98,-21.73
B391,36,54.38,121,36.78,127.5,979869.72,-14.93,-19.28,0.00,1.26,,-18.07,-12.82
B392,36,49.10,121,23.70,319.0,979820.28,-38.72,-49.60,0.00,1.16,,-48.58,-33.16
B393,36,49.05,121,24.18,336.9,979817.43,-39.81,-51.30,0.43,1.62,,-49.83,-34.81
B395,36,50.76,121,24.19,286.0,979823.76,-40.74,-50.50,0.00,0.94,,-49.68,-34.65
B396,36,50.46,121,24.20,296.0,979822.86,-40.27,-50.36,0.00,0.97,,-49.52,-34.50
B397,36,50.04,121,23.03,354.0,979819.34,-37.72,-49.80,0.00,0.98,,-48.97,-33.03
B398,36,49.65,121,22.98,349.0,979819.41,-37.56,-49.46,0.00,1.03,,-48.59,-32.60
B399,36,47.43,121,24.10,697.0,979791.40,-29.63,-53.40,0.60,2.00,,-51.70,-36.63
B400,36,46.23,121,24.68,711.0,979795.19,-22.79,-47.04,2.01,4.03,,-43.31,-28.72
B402,36,45.15,121,23.06,1059.1,979773.14,-10.54,-46.66,0.00,1.68,,-45.42,-29.43
B403,36,51.01,121,26.07,256.9,979825.01,-42.59,-51.35,0.00,0.94,,-50.52,-37.02
B404,36,50.92,121,24.92,283.0,979823.51,-41.51,-51.16,0.00,0.93,,-50.35,-35.91
B405,36,50.93,121,25.23,283.4,979822.98,-42.01,-51.68,0.00,0.93,,-50.87,-36.69
B406,36,50.39,121,27.35,249.1,979824.38,-43.06,-51.55,0.00,1.14,,-50.52,-38.14
B407,36,50.35,121,27.72,236.3,979824.53,-44.05,-52.11,0.00,1.19,,-51.03,-38.96
B408,36,50.10,121,27.73,233.7,979824.36,-44.11,-52.08,0.00,1.27,,-50.91,-38.87
B409,36,50.29,121,28.28,227.1,979825.37,-43.99,-51.74,0.00,1.24,,-50.60,-39.02
B410,36,50.05,121,28.28,228.9,979825.15,-43.70,-51.50,0.00,1.33,,-50.27,-38.72
B411,36,50.30,121,28.71,222.7,979826.25,-43.54,-51.14,0.00,1.25,,-49.98,-38.79
B412,36,50.04,121,28.71,221.5,979826.63,-42.90,-50.45,0.00,1.37,,-49.18,-38.02
B414,36,51.46,121,23.12,275.5,979824.52,-41.98,-51.38,0.00,0.92,,-50.58,-34.69
B415,36,51.73,121,26.33,268.3,979826.02,-41.55,-50.70,0.00,0.86,,-49.96,-36.60
B416,36,51.81,121,27.59,249.0,979828.42,-41.08,-49.57,0.00,0.92,,-48.76,-36.42
B417,36,51.69,121,23.68,271.0,979826.72,-40.54,-49.78,0.00,0.89,,-49.01,-33.56
B418,36,59.11,121,32.75,172.0,979882.65,-4.66,-10.52,0.00,0.97,,-9.63,1.30
B419,36,59.50,121,34.25,210.0,979887.22,2.92,-4.24,0.00,1.10,,-3.23,6.84
B420,36,58.42,121,33.63,181.0,979890.04,4.58,-1.60,0.00,1.06,,-0.61,9.29
B421,36,56.69,121,33.29,154.0,979886.39,0.89,-4.36,0.28,1.30,,-3.13,6.13
B422,36,55.88,121,32.85,143.5,979871.73,-13.58,-18.48,0.31,1.29,,-17.25,-8.00
B423,36,56.34,121,32.05,135.0,979878.12,-8.66,-13.26,0.00,0.92,,-12.40,-2.32
B424,36,56.77,121,31.67,143.0,979875.56,-11.09,-15.96,0.00,0.89,,-15.14,-4.59
B425,36,57.27,121,31.45,149.0,979874.13,-12.68,-17.76,0.00,0.86,,-16.96,-6.02
B426,36,58.41,121,31.24,150.0,979872.68,-15.68,-20.80,0.00,0.89,,-19.98,-8.32
B427,36,57.97,121,30.73,147.0,979868.38,-19.63,-24.64,0.00,0.88,,-23.83,-12.02
B428,36,59.32,121,30.97,155.0,979873.97,-15.24,-20.53,0.00,0.96,,-19.64,-7.35
B429,36,48.25,121,24.36,405.7,979811.35,-38.26,-52.10,0.61,2.00,,-50.28,-35.41
B430,36,48.38,121,24.19,390.2,979813.19,-38.07,-51.38,0.48,1.82,,-49.73,-34.72
B431,36,48.45,121,23.96,361.8,979815.74,-38.29,-50.63,0.34,1.66,,-49.13,-33.92
B432,36,48.43,121,22.69,343.1,979818.91,-36.85,-48.55,0.00,1.23,,-47.47,-31.23
B432,36,48.43,121,22.69,343.1,979818.91,-36.85,-48.55,0.00,1.23,,-47.47,-31.23
B433,36,48.26,121,22.70,345.2,979818.34,-36.98,-48.75,0.00,1.26,,-47.64,-31.40
B434,36,48.93,121,23.71,323.5,979819.64,-38.69,-49.72,0.00,1.20,,-48.66,-33.27
B435,36,48.82,121,23.92,351.1,979816.65,-38.92,-50.90,0.68,1.89,,-49.16,-33.95
B436,36,51.13,121,25.76,259.2,979825.26,-42.30,-51.14,0.00,0.92,,-50.33,-36.56
B437,36,49.55,121,25.40,310.0,979817.22,-43.27,-53.85,0.00,1.17,,-52.81,-38.82
B438,36,49.80,121,25.92,313.0,979817.97,-42.60,-53.28,0.00,1.13,,-52.29,-38.73
B439,36,49.03,121,24.68,368.7,979813.78,-40.44,-53.02,0.46,1.68,,-51.50,-36.92
B440,36,49.09,121,24.90,427.0,979809.48,-39.34,-53.91,0.22,1.40,,-52.69,-38.29
B441,36,49.03,121,25.04,485.5,979805.38,-37.86,-54.41,0.20,1.38,,-53.24,-38.99
B442,36,53.59,121,24.06,219.8,979836.76,-38.06,-45.56,0.00,0.84,,-44.81,-29.44
B443,36,53.53,121,24.35,220.1,979836.10,-38.61,-46.11,0.00,0.84,,-45.37,-30.23
B444,36,53.72,121,24.52,213.3,979837.03,-38.59,-45.87,0.00,0.83,,-45.13,-30.10
B445,36,53.85,121,25.02,210.3,979837.35,-38.74,-45.91,0.06,0.87,,-45.14,-30.47
B446,36,54.13,121,25.30,206.2,979838.04,-38.84,-45.87,0.13,0.93,,-45.04,-30.53
B447,36,54.33,121,24.88,196.6,979839.50,-38.57,-45.28,0.00,0.81,,-44.56,-29.70
B448,36,54.71,121,25.80,191.2,979840.10,-39.03,-45.55,0.00,0.79,,-44.85,-30.59
B449,36,55.18,121,26.04,181.7,979842.27,-38.44,-44.63,0.00,0.79,,-43.92,-29.72
B450,36,55.84,121,25.37,167.7,979846.23,-36.75,-42.47,0.00,0.82,,-41.72,-26.88
B451,36,56.09,121,27.05,166.2,979846.49,-36.99,-42.66,0.00,0.82,,-41.91,-28.20
B452,36,55.74,121,24.38,181.1,979847.44,-34.13,-40.31,0.00,0.85,,-39.54,-24.03
B453,36,56.02,121,24.45,184.6,979848.62,-33.03,-39.32,0.00,0.85,,-38.56,-23.04
B454,36,54.86,121,24.23,196.3,979842.69,-36.18,-42.87,0.00,0.83,,-42.13,-26.68
B456,36,58.61,121,33.80,187.0,979889.33,4.16,-2.22,0.00,1.08,,-1.22,8.66
B457,36,58.15,121,33.13,178.0,979887.30,1.95,-4.12,0.00,0.99,,-3.21,6.92
B458,36,57.99,121,33.63,197.0,979891.62,8.29,1.57,0.32,1.36,,2.83,12.51
B459,36,57.71,121,32.25,160.0,979881.71,-4.70,-10.16,0.00,0.92,,-9.31,1.24
B460,36,57.92,121,31.84,167.0,979876.02,-10.03,-15.73,0.00,0.88,,-14.92,-3.96
B461,36,58.19,121,32.50,178.0,979881.10,-4.31,-10.38,0.00,0.93,,-9.53,1.09
B462,36,56.19,121,32.32,133.0,979877.75,-9.00,-13.53,0.00,0.94,,-12.65,-2.84
B463,36,55.26,121,32.85,137.0,979860.48,-24.55,-29.22,0.56,1.56,,-27.72,-18.73
B464,36,53.42,121,27.03,401.0,979824.08,-33.45,-47.13,0.97,1.79,,-45.51,-32.46
B465,36,52.89,121,27.39,400.0,979825.11,-31.75,-45.39,0.42,1.27,,-44.30,-31.64
B466,36,52.53,121,27.28,472.0,979817.38,-32.19,-48.28,0.45,1.36,,-47.13,-34.45
B467,36,52.67,121,27.67,432.0,979821.64,-31.89,-46.63,0.38,1.26,,-45.55,-33.15
B468,36,52.67,121,27.85,283.0,979832.30,-35.25,-44.90,0.22,1.06,,-43.96,-31.70
B469,36,52.19,121,27.04,402.0,979820.24,-35.42,-49.13,0.18,1.04,,-48.26,-35.42
B470,36,53.63,121,28.64,240.0,979841.15,-31.83,-40.02,0.30,1.13,,-38.99,-27.16
B471,36,53.34,121,29.39,570.0,979817.30,-24.22,-43.66,0.44,1.43,,-42.47,-31.35
B472,36,52.92,121,29.41,700.0,979805.35,-23.34,-47.21,0.64,1.84,,-45.67,-34.68
B473,36,52.61,121,28.98,671.0,979804.58,-26.38,-49.27,1.10,2.26,,-47.29,-36.01
B474,36,51.98,121,29.29,371.0,979821.72,-36.55,-49.20,0.47,1.38,,-47.99,-37.07
B475,36,52.06,121,28.73,407.0,979819.29,-35.71,-49.59,0.45,1.35,,-48.42,-37.00
B476,36,52.29,121,28.23,300.0,979828.43,-36.97,-47.20,0.24,1.11,,-46.22,-34.33
B477,36,52.65,121,28.09,320.0,979829.61,-34.43,-45.34,0.08,0.92,,-44.56,-32.51
B478,36,57.88,121,32.56,165.5,979884.69,-1.45,-7.09,0.00,0.94,,-6.23,4.16
B479,36,56.98,121,32.72,150.0,979886.01,-0.28,-5.40,0.00,0.95,,-4.52,5.33
B480,36,54.92,121,35.98,429.0,979838.65,-18.42,-33.05,0.81,1.84,,-31.40,-25.21
B481,36,53.72,121,33.40,140.0,979847.28,-35.24,-40.01,0.43,1.45,,-38.62,-30.70
B482,36,53.44,121,33.32,150.0,979845.75,-35.42,-40.54,0.27,1.28,,-39.32,-31.45
B483,36,56.08,121,30.69,144.0,979867.78,-17.77,-22.69,0.01,0.87,,-21.88,-10.86
B484,36,55.83,121,30.75,145.0,979867.48,-17.62,-22.56,0.03,0.90,,-21.73,-10.86
B485,36,55.60,121,30.76,152.0,979866.27,-17.84,-23.02,0.10,0.97,,-22.12,-11.34
B486,36,54.98,121,29.65,204.0,979853.75,-24.57,-31.53,0.00,0.84,,-30.78,-19.38
B487,36,54.04,121,30.41,878.0,979804.06,-9.50,-39.45,1.06,2.68,,-37.14,-26.70
B488,36,53.28,121,29.61,664.0,979810.60,-21.99,-44.64,0.37,1.50,,-43.42,-32.50
B489,36,52.89,121,31.05,310.0,979830.08,-35.24,-45.82,0.46,1.37,,-44.58,-34.94
B490,36,52.75,121,31.34,260.0,979831.92,-37.91,-46.77,0.28,1.21,,-45.68,-36.32
B491,36,53.30,121,32.17,397.0,979827.19,-30.54,-44.08,0.50,1.42,,-42.84,-34.03
B492,36,53.28,121,32.63,240.0,979837.08,-35.39,-43.58,0.49,1.42,,-42.26,-33.83
B493,36,52.52,121,31.82,200.0,979837.54,-37.60,-44.42,0.14,1.12,,-43.39,-34.48
B494,36,52.19,121,24.57,256.0,979829.01,-40.38,-49.11,0.00,0.86,,-48.36,-33.53
B495,36,52.19,121,24.66,258.9,979828.85,-40.27,-49.10,0.00,0.85,,-48.36,-33.61
B496,36,52.20,121,24.88,264.4,979828.73,-39.89,-48.90,0.00,0.84,,-48.18,-33.60
B497,36,52.21,121,24.97,265.9,979828.51,-39.98,-49.05,0.00,0.84,,-48.32,-33.82
B498,36,52.21,121,25.08,275.3,979827.65,-39.95,-49.34,0.00,0.84,,-48.62,-34.20
B499,36,52.22,121,25.18,276.9,979827.36,-40.11,-49.55,0.00,0.83,,-48.84,-34.49
B500,36,52.22,121,25.27,273.9,979827.24,-40.51,-49.85,0.00,0.84,,-49.13,-34.86
B501,36,52.23,121,25.32,267.9,979827.49,-40.84,-49.98,0.00,0.84,,-49.25,-35.01
B502,36,52.23,121,25.43,262.2,979827.68,-41.19,-50.13,0.00,0.84,,-49.40,-35.25
B503,36,52.23,121,25.59,259.7,979827.77,-41.33,-50.19,0.00,0.84,,-49.46,-35.44
B504,36,52.23,121,25.70,262.3,979827.55,-41.31,-50.25,0.00,0.84,,-49.53,-35.59
B505,36,52.24,121,25.78,272.2,979826.88,-41.06,-50.34,0.00,0.83,,-49.63,-35.75
B506,36,52.24,121,25.85,277.2,979826.77,-40.70,-50.15,0.00,0.83,,-49.45,-35.63
B507,36,52.18,121,24.42,255.7,979828.80,-40.61,-49.33,0.00,0.86,,-48.58,-33.64
B508,36,52.18,121,24.31,256.5,979828.71,-40.62,-49.37,0.00,0.86,,-48.62,-33.59
B509,36,52.18,121,24.23,255.7,979828.71,-40.70,-49.42,0.00,0.87,,-48.66,-33.57
B510,36,52.17,121,24.15,256.0,979828.69,-40.67,-49.40,0.00,0.86,,-48.66,-33.51
B511,36,52.17,121,24.08,256.8,979828.62,-40.67,-49.43,0.00,0.87,,-48.67,-33.47
B511,36,52.17,121,24.08,256.8,979828.62,-40.67,-49.43,0.00,0.87,,-48.67,-33.47
B512,36,51.67,121,26.03,274.0,979825.59,-41.36,-50.70,0.00,0.87,,-49.95,-36.35
B513,36,51.48,121,25.98,273.7,979824.77,-41.93,-51.26,0.00,0.88,,-50.50,-36.88
B514,36,51.48,121,25.81,275.6,979824.65,-41.87,-51.27,0.00,0.88,,-50.51,-36.75
B515,36,51.47,121,25.69,275.6,979824.56,-41.95,-51.35,0.00,0.88,,-50.59,-36.74
B516,36,51.46,121,25.48,275.6,979824.40,-42.09,-51.49,0.00,0.88,,-50.73,-36.71
B517,36,51.45,121,25.32,275.6,979824.39,-42.09,-51.49,0.00,0.88,,-50.73,-36.58
B518,36,51.44,121,25.02,278.1,979824.61,-41.62,-51.10,0.00,0.88,,-50.34,-35.94
B519,36,51.43,121,24.91,280.7,979824.85,-41.12,-50.69,0.00,0.88,,-49.94,-35.46
B520,36,51.43,121,24.71,279.2,979825.53,-40.58,-50.10,0.00,0.89,,-49.33,-34.68
B521,36,51.42,121,24.60,280.5,979825.64,-40.33,-49.90,0.02,0.91,,-49.11,-34.38
B522,36,51.42,121,24.50,283.3,979825.45,-40.26,-49.92,0.10,0.99,,-49.06,-34.24
